Date,Close,Adj Close,Volume,Daily Return,Rolling Volatility,MA_20,MA_50,RSI,Log Return
2018-01-02,45.540000915527344,36.81703186035156,10872200,,,,,,
2018-01-03,45.439998626708984,36.736183166503906,12635600,-0.002195959037499806,,,,,-0.002198373691181694
2018-01-04,46.08000183105469,37.253604888916016,12709400,0.014084798087676598,,,,,0.013986528977824238
2018-01-05,46.06999969482422,37.245506286621094,13113100,-0.00021739110400376127,,,,,-0.00021741473687492396
2018-01-08,46.0,37.18891906738281,7068600,-0.0015193032631324321,,,,,-0.001520458574662441
2018-01-09,46.22999954223633,37.37485885620117,9962400,0.0049998707540128695,,,,,0.004987412908058535
2018-01-10,46.06999969482422,37.245506286621094,10700700,-0.003460951386539235,,,,,-0.00346695433339614
2018-01-11,46.040000915527344,37.22126007080078,7583200,-0.0006509836551482628,,,,,-0.0006511956370107089
2018-01-12,46.150001525878906,37.3101921081543,14570100,0.00238928067411881,,,,,0.002386430881449329
2018-01-16,46.529998779296875,37.61739730834961,16459300,0.008233814484385205,,,,,0.008200101564764866
2018-01-17,46.81999969482422,37.85185241699219,12143100,0.006232624408348819,,,,,0.006213281932826496
2018-01-18,46.880001068115234,37.90035629272461,11952900,0.0012814135276151273,,,,,0.0012805932179965308
2018-01-19,47.15999984741211,38.1267204284668,16187400,0.005972612341526684,,,,,0.00595484699436141
2018-01-22,47.380001068115234,38.30458450317383,9577400,0.0046650766892142315,,,,85.65871411980943,0.004654228942918731
2018-01-23,47.45000076293945,38.36117172241211,11463700,0.0014772962550628765,,,,86.03750941474559,0.0014762061264468117
2018-01-24,47.83000183105469,38.66838455200195,15964500,0.008008431854295006,,,,90.78489884195253,0.007976534549007475
2018-01-25,47.84000015258789,38.67646789550781,11755000,0.00020904269985710933,,,,88.2606849267293,0.00020902085347642547
2018-01-26,48.529998779296875,39.23429870605469,16671200,0.01442300294985488,,,,91.27556416931097,0.014319980853275792
2018-01-29,47.70000076293945,38.56328201293945,11662600,-0.017102808390753288,,,,72.72730713572886,-0.017250750663358894
2018-01-30,47.40999984741211,38.32883834838867,12404800,-0.006079453104435362,,37.80132083892822,,65.52651577237711,-0.006098008220990775
2018-01-31,47.59000015258789,38.4743537902832,10960100,0.0037965001853663694,0.007009548074395566,37.88418693542481,,69.89546289445371,0.0037893116669341213
2018-02-01,47.45000076293945,38.36117172241211,10279400,-0.0029417535766299574,0.007036193832806965,37.96543636322021,,67.93895421085554,-0.00294608903834375
2018-02-02,46.72999954223633,37.77908706665039,12912300,-0.01517379760904547,0.007478672494207179,37.99171047210693,,56.387607050802366,-0.01529009765131284
2018-02-05,44.88999938964844,36.291534423828125,23261500,-0.03937502884063626,0.011815480207596952,37.94401187896729,,36.333273303077036,-0.04017119471206055
2018-02-06,44.66999816894531,36.11365509033203,25184300,-0.004901400183820903,0.011843178669090584,37.890248680114745,,31.87157350308334,-0.004913451440516142
2018-02-07,44.560001373291016,36.024742126464844,18041600,-0.0024620317064220076,0.011746257217780266,37.82274284362793,,30.601897039712213,-0.002465067490304832
2018-02-08,43.099998474121094,34.844398498535156,23295300,-0.032764804361016475,0.013697749628655187,37.702687454223636,,21.647951823585117,-0.0333135911387208
2018-02-09,43.130001068115234,34.86864471435547,22853100,0.0006958425705450022,0.013714921891508624,37.585056686401366,,19.511925981939584,0.0006956005843531997
2018-02-12,43.970001220703125,35.54774856567383,14689000,0.01947606099639354,0.014575251629194447,37.496934509277345,,27.519261227231894,0.019288829634954287
2018-02-13,44.189998626708984,35.725616455078125,13163200,0.005003633045161493,0.014469474872356888,37.40234546661377,,25.98941133628189,0.004991156474815028
2018-02-14,44.099998474121094,35.6528434753418,13457900,-0.002036997173382127,0.014322443170675454,37.29239501953125,,25.587396274346375,-0.0020390746738454505
2018-02-15,44.779998779296875,36.20260238647461,13467300,0.015419777429899417,0.014875128610171057,37.20750732421875,,25.49027710872356,0.01530210081823067
2018-02-16,44.97999954223633,36.36428451538086,17202300,0.004466036092660941,0.014835120322471149,37.11938552856445,,30.62675515776087,0.004456092946777737
2018-02-20,43.9900016784668,35.563926696777344,14137300,-0.02200944771139357,0.015375315546076814,36.98235263824463,,27.849733728009554,-0.022255269230578845
2018-02-21,43.34000015258789,35.03842544555664,12792900,-0.014776243796170041,0.01551938509215869,36.81621532440185,,24.053764432051253,-0.01488649994909467
2018-02-22,43.52000045776367,35.183956146240234,12377800,0.00415346006086148,0.015379891952281928,36.64199390411377,,26.124068340786607,0.004144858255566951
2018-02-23,44.040000915527344,35.60433578491211,8277200,0.011948049188232002,0.01579254246227257,36.48838729858399,,33.25024532703415,0.011877234753361004
2018-02-26,44.029998779296875,35.59626388549805,12713300,-0.00022671113604888493,0.01522238381171766,36.30648555755615,,43.06450741377487,-0.00022673683890331152
2018-02-27,43.619998931884766,35.264793395996094,12774400,-0.009311946067379173,0.014984814334392211,36.141561126708986,,41.78414988229526,-0.009355573284573546
2018-02-28,43.220001220703125,34.941410064697266,11929400,-0.009170146771242504,0.015018758763497881,35.97218971252441,,39.97002191847008,-0.009212451392143259
2018-03-01,43.43000030517578,35.11117935180664,17746800,0.004858684489121412,0.015051775607739046,35.80403099060059,,53.03857801413818,0.004846919175546486
2018-03-02,43.720001220703125,35.34563446044922,14050100,0.006677505938874617,0.015258118822347308,35.65325412750244,,55.18455248820373,0.006655310149647881
