Date,Close,Adj Close,Volume,Daily Return,Rolling Volatility,MA_20,MA_50,RSI,Log Return
2020-01-02,240.1000061035156,207.75286865234375,2088000,,,,,,
2020-01-03,238.47000122070312,206.3424835205078,1879000,-0.0067887636930592,,,,,-0.0068119121751676
2020-01-06,240.3000030517578,207.9259490966797,1802800,0.0076739678090309,,,,,0.0076446726957814
2020-01-07,238.0399932861328,205.97039794921875,1518900,-0.0094050365332306,,,,,-0.009449543166819
2020-01-08,238.22000122070312,206.1262054443359,2214700,0.000756455765821,,,,,0.0007561697973641
2020-01-09,238.92999267578125,206.74053955078125,1629000,0.002980378477938,,,,,0.0029759459548825
2020-01-10,238.2599945068359,206.16079711914065,1777600,-0.0028042029536166,,,,,-0.0028081420965467
2020-01-13,236.9199981689453,205.00131225585935,2004400,-0.0056241772416665,,,,,-0.005640052477899
2020-01-14,240.0,207.66639709472656,2239100,0.013000330629791,,,,,0.0129165516532561
2020-01-15,241.6999969482422,209.13734436035156,1920700,0.0070832223518282,,,,,0.0070582541665246
2020-01-16,240.5,208.0990295410156,2085700,-0.0049647509033436,,,,,-0.0049771162232429
2020-01-17,241.4900054931641,208.9556427001953,2582800,0.0041163726763602,,,,,0.0041079235928031
2020-01-21,237.6000061035156,205.58970642089844,3094200,-0.0161083770497943,,,,,-0.0162395272739056
2020-01-22,236.75,204.854248046875,1998200,-0.003577311271206,,,,41.76112805459856,-0.0035837251500343
2020-01-23,235.0399932861328,203.3745880126953,2088700,-0.0072229892632791,,,,38.52097456999918,-0.0072492013462246
2020-01-24,225.58999633789065,195.19773864746097,5019900,-0.0402058558305422,,,,28.432795714800477,-0.0410364506711465
2020-01-27,222.9499969482422,192.9133758544922,2843600,-0.0117028138174002,,,,21.715106450997254,-0.0117718307328592
2020-01-28,224.83999633789065,194.5487823486328,2103900,0.0084774136935645,,,,28.217990330708048,0.0084416822203991
2020-01-29,227.1499938964844,196.5475311279297,2001100,0.0102737665852623,,,,32.93237310236762,0.0102213501491329
