Date,Close,Adj Close,Volume,Daily Return,Rolling Volatility,MA_20,MA_50,RSI,Log Return
2020-01-02,219.66000366210935,195.75152587890625,3935700,,,,,,
2020-01-03,218.92999267578125,195.10096740722656,3423200,-0.0033233890196193,,,,,-0.003328923743002
2020-01-06,219.9600067138672,196.01885986328125,5682800,0.0047047047908215,,,,,0.0046936722569146
2020-01-07,218.52000427246097,194.7356109619141,5685400,-0.0065465583376119,,,,,-0.0065680810351336
2020-01-08,221.7899932861328,197.649658203125,4916200,0.0149641209782673,,,,,0.0148532630790831
2020-01-09,225.19000244140625,200.67962646484375,4843600,0.0153299949479539,,,,,0.0152136778296131
2020-01-10,224.22000122070312,199.815185546875,4226600,-0.0043075669074966,,,,,-0.0043168712026906
2020-01-13,223.33999633789065,199.0309600830078,6060900,-0.0039247540757266,,,,,-0.0039324761344137
2020-01-14,222.80999755859375,198.55865478515625,3915100,-0.0023730242654438,,,,,-0.0023758443498285
2020-01-15,224.58999633789065,200.14495849609375,3444300,0.0079890937650333,,,,,0.0079573499130974
2020-01-16,228.82000732421875,203.91452026367188,5390800,0.0188341579818094,,,,,0.0186589912228935
2020-01-17,231.91000366210935,206.6681976318359,7979200,0.0135040769269563,,,,,0.0134137095233921
2020-01-21,232.9499969482422,207.5949859619141,4873500,0.004484426441504,,,,,0.0044744013612325
2020-01-22,232.8999938964844,207.5504150390625,4030800,-0.000214701345724,,,,79.5007790550924,-0.0002147243973575
2020-01-23,233.6499938964844,208.2187957763672,4617900,0.003220329562718,,,,80.16376678369568,0.0032151554068206
2020-01-24,232.0,206.74839782714844,4467500,-0.0070617925905113,,,,77.10493759649569,-0.0070868450610445
2020-01-27,231.19000244140625,206.02655029296875,3595600,-0.0034914298817598,,,,73.50352554316586,-0.0034975391472626
2020-01-28,233.86000061035156,208.40594482421875,3621900,0.0115489704014677,,,,80.53334405756175,0.0114827900983157
2020-01-29,234.02000427246097,208.54849243164065,2564000,0.0006839901210213,,,,77.78272200396744,0.0006837563063904
2020-01-30,232.7899932861328,207.4523773193359,4685700,-0.0052559244112686,,202.43073425292968,,69.15310348636783,-0.0052697853714153
