Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,13.837499618530273,13.903499603271484,13.665909767150879,13.869999885559082,12.929006576538086,193513
2020-01-03,13.975000381469727,14.008500099182129,13.92140007019043,13.979999542236328,13.031542778015137,163453
2020-01-06,14.0,14.032059669494629,13.90250015258789,13.90250015258789,12.959300994873047,146113
2020-01-07,13.862500190734863,13.960200309753418,13.862500190734863,13.90999984741211,12.966292381286621,108039
2020-01-08,13.867500305175781,13.941360473632812,13.867500305175781,13.875,12.933666229248047,184104
2020-01-09,13.880000114440918,13.895000457763672,13.8100004196167,13.845000267028809,12.905701637268066,120185
2020-01-10,13.864999771118164,13.914999961853027,13.811189651489258,13.914999961853027,12.970952987670898,330028
2020-01-13,14.0,14.010000228881836,13.811200141906738,13.927499771118164,12.98260498046875,140976
2020-01-14,13.962499618530273,14.0,13.915599822998047,14.0,13.050186157226562,168620
2020-01-15,13.922499656677246,14.103500366210938,13.922499656677246,14.050000190734863,13.096794128417969,223287
2020-01-16,14.039999961853027,14.117500305175781,14.018899917602539,14.071249961853027,13.116601943969727,166023
2020-01-17,14.050000190734863,14.124600410461426,14.045000076293945,14.100000381469727,13.143402099609375,281866
2020-01-20,14.135000228881836,14.135000228881836,14.039999961853027,14.038749694824219,13.086307525634766,233790
2020-01-21,14.0,14.115400314331055,14.0,14.109999656677246,13.152722358703613,261131
2020-01-22,14.125,14.132499694824219,14.05508041381836,14.119999885559082,13.162044525146484,184168
2020-01-23,14.145000457763672,14.232500076293945,14.13290023803711,14.227499961853027,13.262251853942871,135654
2020-01-24,14.227499961853027,14.267149925231934,14.180899620056152,14.25,13.283224105834961,270827
2020-01-27,14.239999771118164,14.351670265197754,14.239999771118164,14.28499984741211,13.315850257873535,180526
2020-01-28,14.279999732971191,14.368900299072266,14.234999656677246,14.234999656677246,13.269242286682129,399897
2020-01-29,14.239999771118164,14.320549964904785,14.22566032409668,14.305000305175781,13.334493637084961,112706
2020-01-30,14.34000015258789,14.448690414428711,14.229999542236328,14.244999885559082,13.278564453125,237222
2020-01-31,14.2524995803833,14.309300422668457,14.225000381469727,14.305000305175781,13.334493637084961,203685
2020-02-03,14.34749984741211,14.34749984741211,14.248100280761719,14.332500457763672,13.360128402709961,160326
2020-02-04,14.319999694824219,14.385000228881836,14.190930366516113,14.225000381469727,13.259921073913574,145413
2020-02-05,14.180000305175781,14.265399932861328,14.0600004196167,14.114999771118164,13.157384872436523,432646
2020-02-06,14.119999885559082,14.1875,14.10669994354248,14.170000076293945,13.20865249633789,85730
2020-02-07,14.25,14.252799987792969,14.186670303344727,14.1875,13.224966049194336,362372
2020-02-10,14.180000305175781,14.25,14.180000305175781,14.232500076293945,13.266913414001465,248798
2020-02-11,14.15250015258789,14.260000228881836,14.15250015258789,14.255000114440918,13.287885665893555,180823
2020-02-12,14.239999771118164,14.252799987792969,14.160840034484863,14.210000038146973,13.245939254760742,180547
2020-02-13,14.087499618530273,14.28499984741211,14.055000305175781,14.114999771118164,13.157384872436523,277206
2020-02-14,14.132499694824219,14.203100204467773,14.132499694824219,14.180000305175781,13.217974662780762,133129
2020-02-17,14.175000190734863,14.181900024414062,14.13284969329834,14.147500038146973,13.187679290771484,136513
2020-02-18,14.067500114440918,14.23855972290039,14.067500114440918,14.164999961853027,13.203991889953613,376231
2020-02-19,14.177499771118164,14.212499618530273,14.137260437011719,14.1875,13.224966049194336,195159
2020-02-20,14.260000228881836,14.270000457763672,14.210000038146973,14.270000457763672,13.301868438720703,153932
2020-02-21,14.225000381469727,14.346890449523926,14.225000381469727,14.319999694824219,13.34847640991211,140132
2020-02-24,14.417499542236328,14.483799934387207,14.359999656677246,14.364999771118164,13.390421867370605,165316
2020-02-25,14.385000228881836,14.4375,14.280400276184082,14.404999732971191,13.427708625793457,503970
2020-02-26,14.359999656677246,14.509900093078613,14.342499732971191,14.399999618530273,13.42304801940918,619254
2020-02-27,14.449999809265137,14.50879955291748,14.401439666748047,14.420000076293945,13.441692352294922,232965
2020-02-28,14.515000343322754,14.574999809265137,14.4399995803833,14.4399995803833,13.460335731506348,459333
2020-03-02,14.430000305175781,14.591899871826172,14.420999526977539,14.444999694824219,13.464996337890625,585969
2020-03-03,14.529999732971191,14.585000038146973,14.425000190734863,14.585000038146973,13.595499038696289,581195
2020-03-04,14.612500190734863,14.614399909973145,14.520000457763672,14.520000457763672,13.534907341003418,316507
2020-03-05,14.479999542236328,14.641850471496582,14.472000122070312,14.617500305175781,13.625792503356934,386626
2020-03-06,14.6225004196167,14.977499961853027,14.6225004196167,14.9399995803833,13.926413536071777,778624
2020-03-09,15.1899995803833,15.500699996948242,15.017889976501465,15.145000457763672,14.11750602722168,429817
2020-03-10,15.145000457763672,15.81116008758545,14.825300216674805,15.095000267028809,14.07089614868164,318793
2020-03-11,14.984999656677246,15.185660362243652,14.880000114440918,14.925000190734863,13.912429809570312,446091
2020-03-12,15.024999618530273,15.182100296020508,14.803500175476074,14.850000381469727,13.842519760131836,579732
2020-03-13,14.494999885559082,15.0,14.072500228881836,14.5600004196167,13.572193145751953,381306
2020-03-16,14.072500228881836,14.75,14.072500228881836,14.300000190734863,13.329833984375,501871
2020-03-17,14.40250015258789,14.490500450134277,14.231399536132812,14.3149995803833,13.343814849853516,265712
2020-03-18,14.072500228881836,14.224710464477539,13.602499961853027,13.614999771118164,12.691306114196777,944560
2020-03-19,13.930000305175781,14.139200210571289,13.5,14.100000381469727,13.143402099609375,406838
2020-03-20,14.260000228881836,14.67959976196289,14.020000457763672,14.46500015258789,13.48363971710205,248143
2020-03-23,14.46500015258789,14.921899795532227,13.0,14.850000381469727,13.842519760131836,393232
2020-03-24,14.875,14.875,14.604999542236328,14.604999542236328,13.614139556884766,189488
2020-03-25,14.545000076293945,14.812800407409668,14.516400337219238,14.5649995803833,13.57685661315918,356034
2020-03-26,14.5649995803833,14.842499732971191,14.5649995803833,14.640000343322754,13.64676570892334,239047
2020-03-27,14.630000114440918,14.876700401306152,14.628000259399414,14.694999694824219,13.698036193847656,199646
2020-03-30,15.109999656677246,15.109999656677246,14.628000259399414,14.864999771118164,13.856499671936035,367585
2020-03-31,14.59749984741211,14.981399536132812,14.592499732971191,14.739999771118164,13.73997974395752,167437
2020-04-01,14.699999809265137,14.920999526977539,14.629599571228027,14.699999809265137,13.7026948928833,183742
2020-04-02,14.645000457763672,14.819000244140625,14.645000457763672,14.767499923706055,13.765616416931152,185939
2020-04-03,14.694999694824219,14.819000244140625,14.694999694824219,14.789999961853027,13.786588668823242,256387
2020-04-06,14.645000457763672,14.816499710083008,14.645000457763672,14.72249984741211,13.72367000579834,189374
2020-04-07,14.707500457763672,14.761300086975098,14.617500305175781,14.617500305175781,13.625792503356934,467647
2020-04-08,14.744999885559082,14.804499626159668,14.64050006866455,14.800000190734863,13.795909881591797,91826
2020-04-09,14.75,14.977499961853027,14.741999626159668,14.970000267028809,13.954378128051758,178146
2020-04-14,14.994999885559082,15.039299964904785,14.854999542236328,14.914999961853027,13.903108596801758,363781
2020-04-15,14.854999542236328,14.96500015258789,14.852999687194824,14.913749694824219,13.901942253112793,183714
2020-04-16,14.975000381469727,14.982000350952148,14.847999572753906,14.922499656677246,13.910099029541016,455170
2020-04-17,14.944999694824219,14.974100112915039,14.868260383605957,14.9399995803833,13.926413536071777,372156
2020-04-20,14.944999694824219,14.944999694824219,14.850099563598633,14.880000114440918,13.870484352111816,149681
2020-04-21,14.949999809265137,15.017900466918945,14.81980037689209,15.015000343322754,13.996323585510254,174339
2020-04-22,15.020000457763672,15.020000457763672,14.948030471801758,14.994999885559082,13.977681159973145,148332
2020-04-23,14.614999771118164,15.100879669189453,14.614999771118164,15.03499984741211,14.01496696472168,112879
2020-04-24,15.055000305175781,15.136799812316895,14.9891996383667,15.010000228881836,13.991663932800293,176939
2020-04-27,14.970000267028809,15.085700035095215,14.967499732971191,15.010000228881836,13.991663932800293,97035
2020-04-28,15.055000305175781,15.056400299072266,14.953900337219238,15.0,13.982343673706055,242561
2020-04-29,15.045000076293945,15.062600135803223,14.963500022888184,15.029999732971191,14.010308265686035,164927
2020-04-30,14.979999542236328,15.140000343322754,14.977499961853027,15.107500076293945,14.082548141479492,448944
2020-05-01,15.194999694824219,15.194999694824219,14.994999885559082,15.0649995803833,14.04293155670166,293673
2020-05-04,15.125,15.130000114440918,15.02258014678955,15.130000114440918,14.103522300720215,339541
2020-05-05,14.779999732971191,15.164999961853027,14.765000343322754,15.164999961853027,14.136148452758789,142292
2020-05-06,15.204999923706055,15.204999923706055,15.0649995803833,15.123749732971191,14.097696304321289,331628
2020-05-07,15.045000076293945,15.158599853515625,15.039999961853027,15.149999618530273,14.122164726257324,223800
2020-05-11,15.149999618530273,15.149999618530273,15.050000190734863,15.095000267028809,14.07089614868164,136916
2020-05-12,15.050000190734863,15.11616039276123,15.011199951171875,15.069999694824219,14.04759407043457,136000
2020-05-13,15.164999961853027,15.164999961853027,15.04699993133545,15.109999656677246,14.084878921508789,261311
2020-05-14,15.149999618530273,15.149999618530273,14.984999656677246,14.987500190734863,14.042996406555176,104304
2020-05-15,15.039999961853027,15.073200225830078,14.964360237121582,14.970000267028809,14.026598930358887,283961
2020-05-18,15.007499694824219,15.007499694824219,14.875,14.885000228881836,13.946955680847168,850513
2020-05-19,14.885000228881836,14.954999923706055,14.789999961853027,14.904999732971191,13.965694427490234,447854
2020-05-20,15.02750015258789,15.02750015258789,14.947500228881836,14.979999542236328,14.035968780517578,207674
2020-05-21,15.005000114440918,15.090200424194336,14.932299613952637,15.045000076293945,14.096872329711914,149531
2020-05-22,15.145000457763672,15.145000457763672,15.003100395202637,15.029999732971191,14.082818984985352,179010
2020-05-26,15.0,15.058300018310547,14.9306001663208,14.932499885559082,13.991462707519531,272354
2020-05-27,15.022500038146973,15.022500038146973,14.930000305175781,14.992500305175781,14.047680854797363,157172
2020-05-28,14.864999771118164,15.022500038146973,14.864999771118164,14.954999923706055,14.012543678283691,183324
2020-05-29,15.029999732971191,15.063699722290039,14.97819995880127,15.055000305175781,14.106242179870605,171696
2020-06-01,15.0,15.085000038146973,14.943849563598633,14.96500015258789,14.0219144821167,146721
2020-06-02,14.942500114440918,15.041099548339844,14.913849830627441,14.9399995803833,13.998490333557129,227129
2020-06-03,15.017499923706055,15.017499923706055,14.774999618530273,14.8149995803833,13.881367683410645,239554
2020-06-04,14.739999771118164,14.864999771118164,14.732500076293945,14.739999771118164,13.811092376708984,379914
2020-06-05,14.682499885559082,14.74724006652832,14.640000343322754,14.640000343322754,13.717395782470703,343009
2020-06-08,14.614999771118164,14.751620292663574,14.614999771118164,14.704999923706055,13.778298377990723,195209
2020-06-09,14.755000114440918,14.817500114440918,14.708270072937012,14.779999732971191,13.848573684692383,187710
2020-06-10,14.850000381469727,14.90999984741211,14.723099708557129,14.90999984741211,13.970379829406738,162549
2020-06-11,14.9399995803833,15.067239761352539,14.88700008392334,15.039999961853027,14.092185974121094,263027
2020-06-12,14.994999885559082,15.064499855041504,14.97029972076416,15.0,14.054708480834961,206928
2020-06-15,15.100000381469727,15.06719970703125,14.982500076293945,14.984999656677246,14.04065227508545,202649
2020-06-16,14.890000343322754,15.02145004272461,14.890000343322754,14.984999656677246,14.04065227508545,251239
2020-06-17,15.050000190734863,15.0600004196167,14.939200401306152,15.02750015258789,14.080475807189941,234980
2020-06-18,15.067500114440918,15.116800308227539,14.839900016784668,14.890000343322754,13.951640129089355,367927
2020-06-19,14.8100004196167,14.922499656677246,14.77750015258789,14.824999809265137,13.89073657989502,330596
2020-06-22,14.827500343322754,14.895000457763672,14.783100128173828,14.864999771118164,13.928214073181152,243220
2020-06-23,14.862500190734863,14.89169979095459,14.798100471496582,14.854999542236328,13.918845176696777,189007
2020-06-24,14.835000038146973,14.949999809265137,14.835000038146973,14.949999809265137,14.007858276367188,325098
2020-06-25,14.9975004196167,15.089300155639648,14.942500114440918,15.055000305175781,14.106242179870605,316676
2020-06-26,14.979999542236328,15.068699836730957,14.952400207519531,14.954999923706055,14.012543678283691,171379
2020-06-29,14.914999961853027,15.005399703979492,14.914999961853027,15.0,14.054708480834961,258934
2020-06-30,14.882499694824219,15.0516996383667,14.882499694824219,14.96500015258789,14.0219144821167,231525
2020-07-01,14.914999961853027,14.930000305175781,14.850600242614746,14.885000228881836,13.946955680847168,250126
2020-07-02,14.824999809265137,14.944999694824219,14.824999809265137,14.944999694824219,14.003174781799316,188466
2020-07-03,14.944999694824219,14.960000038146973,14.902799606323242,14.914999961853027,13.975065231323242,99978
2020-07-06,14.975000381469727,14.975000381469727,14.843099594116211,14.944999694824219,14.003174781799316,132541
2020-07-07,14.982500076293945,15.001700401306152,14.908100128173828,14.944999694824219,14.003174781799316,149263
2020-07-08,14.9399995803833,15.050600051879883,14.925999641418457,14.930000305175781,13.989119529724121,146508
2020-07-09,15.005000114440918,15.005000114440918,14.893099784851074,14.994999885559082,14.050023078918457,150016
2020-07-10,15.0600004196167,15.0600004196167,14.975000381469727,15.0,14.054708480834961,184685
2020-07-13,15.015000343322754,15.015000343322754,14.885000228881836,14.930000305175781,13.989119529724121,92593
2020-07-14,14.930000305175781,15.020000457763672,14.913100242614746,14.975000381469727,14.03128433227539,236468
2020-07-15,15.0,15.010000228881836,14.757499694824219,14.883749961853027,13.945784568786621,420833
2020-07-16,14.779999732971191,14.96500015258789,14.779999732971191,14.899999618530273,13.961010932922363,220075
2020-07-17,14.960000038146973,14.96310043334961,14.871700286865234,14.892499923706055,13.953983306884766,401807
2020-07-20,14.944999694824219,14.944999694824219,14.834440231323242,14.917499542236328,13.97740650177002,175393
2020-07-21,14.975000381469727,14.975000381469727,14.863100051879883,14.942500114440918,14.000831604003906,197969
2020-07-22,14.880000114440918,15.020000457763672,14.880000114440918,15.010000228881836,14.064077377319336,144233
2020-07-23,15.020000457763672,15.0600004196167,14.947449684143066,14.989999771118164,14.045337677001953,187398
2020-07-24,14.867500305175781,15.069999694824219,14.867500305175781,14.927499771118164,13.986775398254395,250999
2020-07-27,14.927499771118164,15.017499923706055,14.927499771118164,15.015000343322754,14.06876277923584,187238
2020-07-28,15.045000076293945,15.045000076293945,14.953900337219238,15.015000343322754,14.06876277923584,177071
