timestamp,open,high,low,close,volume
2018-09-06,21.1800,21.1900,20.4600,20.6000,28100
2018-09-05,21.2461,21.2461,21.0600,21.0600,16212
2018-09-04,21.6071,21.6071,21.2400,21.2400,4353
2018-08-31,21.3100,21.3700,21.2200,21.2600,22149
2018-08-30,21.3450,21.3450,21.3050,21.3050,351
2018-08-29,21.2750,21.2750,21.2750,21.2750,216
2018-08-28,21.1410,21.1410,21.1410,21.1410,388
2018-08-27,20.9687,21.0383,20.9687,21.0383,705
2018-08-24,20.9600,21.0010,20.8700,20.8700,2319
2018-08-23,20.5400,20.6420,20.5400,20.6420,2120
2018-08-22,20.5000,20.6000,20.5000,20.5755,5998
2018-08-21,20.1910,20.1910,20.1910,20.1910,425
2018-08-20,19.7300,20.0700,19.7300,20.0600,3482
2018-08-17,20.0800,20.0800,20.0800,20.0800,1000
2018-08-16,19.7700,19.8200,19.7410,19.8200,1086
2018-08-15,19.7369,19.8084,19.7369,19.8000,1128
2018-08-14,20.3700,20.3805,20.2400,20.2599,24664
2018-08-13,20.3300,20.3300,20.3300,20.3300,341
2018-08-10,20.0500,20.0500,20.0500,20.0500,10
2018-08-09,20.0900,20.1861,20.0500,20.0500,9477
2018-08-08,20.5400,20.5400,20.5400,20.5400,0
2018-08-07,20.6000,20.6000,20.4775,20.5400,4210
2018-08-06,20.3487,20.3690,20.3487,20.3604,2422
2018-08-03,20.2200,20.2400,20.1100,20.2100,2022
2018-08-02,19.9600,20.2300,19.9600,20.1850,2739
2018-08-01,19.8700,19.9100,19.8500,19.8500,8378
2018-07-31,20.3710,20.3930,20.2210,20.2502,7008
2018-07-30,20.7100,20.7100,20.5877,20.6102,1053
2018-07-27,20.6210,20.6390,20.6201,20.6246,7250
2018-07-26,20.5200,20.6705,20.5200,20.6110,8750
2018-07-25,20.3950,20.4499,20.3950,20.4499,3521
2018-07-24,20.2790,20.3000,20.2520,20.3000,2001
2018-07-23,20.0800,20.0800,20.0800,20.0800,440
2018-07-20,19.9900,19.9900,19.9900,19.9900,369
2018-07-19,19.9190,19.9800,19.8700,19.8700,968
2018-07-18,19.6400,19.8900,19.6400,19.8900,805
2018-07-17,19.5699,19.5699,19.5699,19.5699,103
2018-07-16,20.2380,20.2380,20.2380,20.2380,0
2018-07-13,20.2350,20.2380,20.2350,20.2380,565
2018-07-12,19.9800,20.1580,19.8800,20.1200,1473
2018-07-11,20.8488,20.8488,19.9220,20.0950,7875
2018-07-10,21.1600,21.1780,21.1600,21.1780,309
2018-07-09,20.6300,20.6300,20.6300,20.6300,5
2018-07-06,20.6300,20.6300,20.6300,20.6300,1238
2018-07-05,20.6100,20.8523,20.6100,20.7077,4112
2018-07-03,20.5700,20.5700,20.5700,20.5700,2
2018-07-02,20.8900,20.8900,20.5700,20.5700,2030
2018-06-29,20.9377,21.0511,20.9377,20.9600,3975
2018-06-28,20.7500,20.7500,20.7500,20.7500,501
2018-06-27,19.6200,19.6200,19.6200,19.6200,169
2018-06-26,20.0350,20.0350,20.0350,20.0350,167
2018-06-25,19.9400,20.0400,19.8700,19.9800,2223
2018-06-22,20.1800,20.1800,20.1800,20.1800,0
2018-06-21,20.1800,20.1800,20.1800,20.1800,1
2018-06-20,20.1500,20.1900,20.1500,20.1800,7770
2018-06-19,20.1500,20.1500,20.0759,20.0759,564
2018-06-18,20.0850,20.1670,20.0762,20.1670,7457
2018-06-15,20.1410,20.1505,19.8450,19.8450,10047
2018-06-14,20.7450,20.7450,20.7450,20.7450,17
2018-06-13,20.4100,20.7700,20.4100,20.7450,9439
2018-06-12,20.4980,20.4980,20.4980,20.4980,483
2018-06-11,20.3200,20.6200,20.3200,20.5150,1199
2018-06-08,20.6700,20.6900,20.5790,20.5790,11417
2018-06-07,20.4500,20.7000,20.4500,20.6892,13157
2018-06-06,20.2600,20.3200,20.1600,20.3200,18535
2018-06-05,20.2650,20.3400,20.2500,20.3000,15801
2018-06-04,20.5329,20.5329,20.4400,20.4600,13049
2018-06-01,20.6700,20.6700,20.6410,20.6410,7644
2018-05-31,19.3800,21.0200,18.9900,20.9900,4395
2018-05-30,20.9300,21.1060,20.9300,21.1060,3388
2018-05-29,20.6850,20.6900,20.6850,20.6900,1045
2018-05-25,21.0800,21.0800,20.9302,20.9410,8664
2018-05-24,21.6100,21.6100,21.5490,21.5690,2125
2018-05-23,21.5600,21.6400,21.4689,21.6150,2589
2018-05-22,21.7100,21.7483,21.5500,21.5610,5347
2018-05-21,21.4000,21.5200,21.4000,21.5200,571
2018-05-18,21.6433,21.6433,21.5377,21.5600,5485
2018-05-17,21.7400,21.7600,21.5810,21.6160,2459
2018-05-16,21.1990,21.2500,19.5300,21.2500,620
2018-05-15,21.2500,21.2517,21.2500,21.2517,485
2018-05-14,21.2350,21.2350,21.2350,21.2350,317
2018-05-11,21.0100,21.0200,21.0100,21.0200,215
2018-05-10,20.8700,21.0420,20.8600,21.0420,2844
2018-05-09,20.9348,21.0300,20.9348,20.9850,3552
2018-05-08,20.5400,20.5400,20.5400,20.5400,1000
2018-05-07,20.4900,20.6799,20.4900,20.5200,3489
2018-05-04,20.1900,20.4000,20.1900,20.3800,8526
2018-05-03,20.0480,20.0480,20.0480,20.0480,200
2018-05-02,19.8700,19.9900,19.8690,19.9900,1700
2018-05-01,20.1900,20.1900,19.9400,19.9700,7957
2018-04-30,20.2200,20.3400,20.2200,20.3098,2063
2018-04-27,20.0900,20.0900,20.0900,20.0900,0
2018-04-26,20.0900,20.0900,20.0900,20.0900,0
2018-04-25,20.0100,20.0900,20.0100,20.0900,2255
2018-04-24,20.1800,20.2300,20.1710,20.2300,2183
2018-04-23,20.2000,20.2000,20.2000,20.2000,663
2018-04-20,20.0000,20.0000,20.0000,20.0000,800
2018-04-19,19.9100,19.9100,19.9100,19.9100,400
2018-04-18,19.8000,19.8000,19.8000,19.8000,620
2018-04-17,19.4800,19.4800,19.3000,19.3700,6592
