timestamp,open,high,low,close,volume
2024-08-08,10.3375,10.4600,10.3375,10.3800,161279
2024-08-07,10.3400,10.4537,10.3400,10.3825,236823
2024-08-06,10.4225,10.4650,10.4000,10.4050,427002
2024-08-05,10.5000,10.5475,10.4300,10.4375,2501955
2024-08-02,10.4875,10.5150,10.3975,10.4450,339508
2024-08-01,10.3700,10.4650,10.3250,10.4250,513999
2024-07-31,10.2475,10.3550,10.2425,10.3500,396263
2024-07-30,10.2900,10.3425,10.2402,10.2975,203416
2024-07-29,10.2500,10.3090,10.2500,10.2800,244335
2024-07-26,10.2725,10.2725,10.1810,10.2475,201249
2024-07-25,10.2800,10.2800,10.2000,10.2325,423763
2024-07-24,10.2400,10.2825,10.2008,10.2250,261373
2024-07-23,10.2100,10.2346,10.1750,10.2275,293195
2024-07-22,10.3125,10.3125,10.2025,10.2100,214714
2024-07-19,10.3200,10.3200,10.2270,10.2375,282330
2024-07-18,10.2900,10.3525,10.2000,10.2900,200711
2024-07-17,10.2850,10.2879,10.2582,10.2800,382787
2024-07-16,10.2525,10.2875,10.2525,10.2875,412941
2024-07-15,10.2400,10.2832,10.1888,10.2350,297231
2024-07-12,10.2450,10.2475,10.1990,10.2325,297632
2024-07-11,10.2500,10.2650,10.1375,10.2650,315111
2024-07-10,10.2225,10.2825,10.1500,10.2000,389822
2024-07-09,10.2175,10.2800,10.1761,10.1775,272007
2024-07-08,10.2150,10.2374,10.1277,10.2200,302653
2024-07-05,10.2500,10.2500,10.1750,10.2225,388822
2024-07-04,10.1625,10.2250,10.1075,10.1525,242405
2024-07-03,10.1000,10.2475,10.0525,10.1675,483569
2024-07-02,10.0500,10.1774,10.0500,10.1050,429161
2024-07-01,10.1525,10.2075,10.0850,10.0875,313371
2024-06-28,10.2000,10.2271,10.1600,10.1650,234141
2024-06-27,10.1900,10.2320,10.1675,10.2075,272973
2024-06-26,10.2425,10.2425,10.1850,10.1875,400058
2024-06-25,10.2325,10.2765,10.2275,10.2475,256534
