timestamp,open,high,low,close,volume
2024-11-12,239.9600,241.7900,236.5600,237.4600,34531629
2024-11-11,240.5200,242.3899,239.8500,241.7000,29207686
2024-11-08,235.9300,238.4650,235.6500,238.1200,26597830
2024-11-07,236.8900,238.4900,235.4000,236.3800,34970273
2024-11-06,236.5900,237.5800,232.7500,237.2200,75554567
2024-11-05,219.3400,224.2900,219.0600,224.2300,26404596
2024-11-04,218.5000,221.7400,217.8401,220.0900,20463671
2024-11-01,219.5000,220.9700,218.3400,218.9800,21222177
2024-10-31,221.2200,221.7700,217.6300,217.7600,24078432
2024-10-30,221.0700,224.4800,220.9000,221.4400,19754849
2024-10-29,220.7400,221.9000,219.9700,221.7400,20282204
2024-10-28,220.7900,222.9700,220.4800,222.4600,19877718
2024-10-25,221.3100,221.9700,218.5200,218.8900,23807849
2024-10-24,220.4300,221.0400,218.5250,219.7200,18381921
2024-10-23,220.0300,220.8000,217.3700,219.2400,23263488
2024-10-22,221.4700,221.8300,220.3000,221.2600,15813923
2024-10-21,225.6300,225.6900,221.5300,222.1000,24243818
2024-10-18,226.6600,227.0299,225.3900,225.6500,20047352
2024-10-17,226.9100,226.9600,224.9100,226.1200,18003629
2024-10-16,224.8900,227.1700,224.3900,226.7400,27656695
2024-10-15,222.5700,225.5000,221.9800,223.0700,25998753
2024-10-14,221.4500,223.1100,220.4301,222.8900,19263303
2024-10-11,216.7700,221.6100,216.7100,221.2600,19950923
2024-10-10,215.9000,216.8800,214.6000,216.8500,24571442
2024-10-09,217.5300,219.6100,216.9200,218.0600,18230673
2024-10-08,217.6300,218.3700,216.7000,217.5800,18118575
2024-10-07,218.6400,218.6600,215.8700,217.4300,14891795
2024-10-04,219.2900,219.9800,217.2900,219.1500,27914834
2024-10-03,216.2300,217.2300,215.0800,216.1300,21353021
2024-10-02,216.9900,218.7500,216.2100,217.5900,14455444
2024-10-01,220.1700,220.3400,216.3000,217.8900,30015969
2024-09-30,219.4200,221.5900,218.5800,220.8900,21952206
2024-09-27,220.8600,222.5990,219.5300,220.3300,23959597
2024-09-26,220.4900,221.1300,218.3800,218.8500,24974650
2024-09-25,220.3200,220.6100,217.5400,217.6900,23242337
2024-09-24,221.6300,221.9300,219.5000,221.1300,20939810
2024-09-23,222.6900,223.1100,220.0200,220.7600,20157692
2024-09-20,223.4500,223.4600,221.2900,221.5700,34587474
2024-09-19,224.6600,224.6800,221.5000,223.9700,35369504
2024-09-18,219.2300,224.9400,218.2500,219.4500,54085216
2024-09-17,219.5800,221.8000,218.4700,219.4100,35563482
2024-09-16,217.6300,218.2850,216.1400,217.6100,23289005
2024-09-13,214.0300,217.2500,213.9400,216.8300,37388104
2024-09-12,209.9100,212.7800,208.4100,211.6100,27658533
2024-09-11,207.4700,209.2500,204.2100,208.9200,27175635
2024-09-10,208.7200,208.8600,205.7910,208.3100,23025689
2024-09-09,208.1500,210.2550,207.5200,208.4800,23584104
2024-09-06,211.9300,213.1900,207.1400,207.9000,34561311
2024-09-05,213.5400,214.0300,210.9200,211.9300,23910476
2024-09-04,212.7600,215.3700,211.7000,212.9900,23362228
2024-09-03,218.1300,219.3700,212.9100,213.3500,31338459
2024-08-30,219.7100,220.5000,217.4000,220.0800,23010461
2024-08-29,218.7800,220.9800,217.1500,218.8100,24599500
2024-08-28,217.8700,219.1150,216.2700,217.2600,19685018
2024-08-27,218.9100,219.3700,217.7100,218.7400,19577861
2024-08-26,221.9300,222.4500,220.0800,220.4500,24865547
2024-08-23,215.1800,221.0800,214.7900,220.3800,40003081
2024-08-22,215.5700,216.3700,213.1300,213.5600,18084250
2024-08-21,214.2800,215.6600,212.8200,215.4600,19623053
2024-08-20,214.8900,214.9500,212.0500,212.6900,21703874
2024-08-19,212.9600,215.2100,212.8200,215.2000,17246236
2024-08-16,211.3700,213.9800,211.2800,212.6000,30427401
2024-08-15,211.2600,213.1000,209.9100,212.0400,42561582
2024-08-14,208.6300,208.7500,205.7400,206.6800,25345557
2024-08-13,206.0900,208.3800,204.8600,207.9700,25458310
2024-08-12,206.6100,206.9800,203.8200,204.6000,20357893
2024-08-09,207.0500,207.1200,204.9400,206.4600,20954486
2024-08-08,204.4200,207.0000,203.1700,206.8900,26550311
2024-08-07,207.8500,207.9600,201.5600,201.9800,30594520
2024-08-06,203.0100,207.2500,201.2000,204.4000,37072537
2024-08-05,197.9000,204.7400,196.7000,202.2000,65683110
2024-08-02,208.8500,211.1900,206.9900,208.9200,66850204
2024-08-01,223.7700,224.8900,215.0600,216.5800,71508116
2024-07-31,223.7100,228.6300,221.9800,223.8600,52387681
2024-07-30,222.7200,224.4600,221.1100,222.5700,26876753
2024-07-29,224.7100,225.4172,220.7700,221.7300,33869689
2024-07-26,223.9000,225.3900,221.7000,224.2200,40822646
2024-07-25,218.4500,224.0200,218.2000,220.5700,45053078
2024-07-24,221.0700,223.8600,217.7150,217.8500,42442980
2024-07-23,219.2100,223.7500,219.0400,222.6300,44884649
2024-07-22,217.6800,220.6499,215.3800,220.2900,36185946
2024-07-19,217.6300,218.6500,215.8500,216.8400,37933460
2024-07-18,221.4100,224.7800,216.9800,217.9500,53179977
2024-07-17,222.3600,226.6400,221.6600,222.2500,66092050
2024-07-16,219.1400,224.8600,219.0200,224.6000,67945665
2024-07-15,214.7900,218.2400,214.3000,217.1900,48925277
2024-07-12,212.9200,214.9400,212.6600,213.1400,50810671
2024-07-11,207.9000,211.2250,206.9400,210.6800,65443645
2024-07-10,202.2900,203.5900,201.4900,203.3700,19286055
2024-07-09,201.9200,202.5200,200.5300,201.4000,17919120
2024-07-08,202.5100,203.7000,201.8400,202.2800,20823750
2024-07-05,201.2100,201.6250,199.8800,200.8700,17282455
2024-07-03,202.2500,203.2800,201.6300,201.8300,15167240
2024-07-02,201.5200,202.2700,200.9034,201.8800,17219144
2024-07-01,203.5200,203.8200,200.4800,201.1900,21886193
2024-06-28,203.8800,204.6350,201.3150,202.8900,35025979
2024-06-27,200.6300,202.1500,199.9600,202.0600,17432582
2024-06-26,199.3300,200.5800,198.8101,200.0300,19313461
2024-06-25,201.1300,201.1600,199.8200,200.5600,16150627
2024-06-24,200.6900,202.6900,200.5300,201.2200,22289621
