timestamp,open,high,low,close,volume
2024-11-12,21.9400,21.9400,21.5600,21.7300,43261
2024-11-11,22.1600,22.1900,21.8700,21.9400,17808
2024-11-08,21.9200,22.3100,21.8700,22.1215,23281
2024-11-07,21.7500,22.0856,21.5300,22.0316,13989
2024-11-06,21.3500,21.6200,21.2200,21.6100,30796
2024-11-05,21.6100,21.6875,21.5800,21.6200,7846
2024-11-04,21.6600,21.7600,21.5100,21.5500,53493
2024-11-01,21.7200,21.7900,21.4100,21.5000,18693
2024-10-31,21.5700,21.6000,21.4400,21.5450,30811
2024-10-30,21.2300,21.4700,21.2300,21.4100,22279
2024-10-29,21.2700,21.3300,21.1800,21.1800,25185
2024-10-28,21.4000,21.5000,21.2500,21.3300,50973
2024-10-25,21.6300,21.6300,21.4000,21.5500,31083
2024-10-24,21.9500,21.9500,21.6273,21.7000,41496
2024-10-23,21.7000,21.7290,21.5200,21.6800,32349
2024-10-22,21.4600,21.6300,21.4600,21.6300,11805
2024-10-21,21.2400,21.5000,21.2400,21.3400,22188
2024-10-18,21.5825,21.5825,21.2400,21.2400,18102
2024-10-17,21.3600,21.5400,21.2000,21.4900,24392
2024-10-16,21.7200,21.7699,21.3600,21.4700,23451
2024-10-15,21.7500,21.7500,21.5110,21.6200,21646
2024-10-14,21.9400,22.0308,21.7500,21.8248,42911
2024-10-11,22.1800,22.4000,22.0100,22.0400,26692
2024-10-10,22.2900,22.2900,22.2200,22.2305,22390
2024-10-09,22.2000,22.3800,22.1900,22.3250,16114
2024-10-08,22.5000,22.5000,22.2300,22.2900,147467
2024-10-07,22.6300,22.7200,22.5400,22.6400,20888
2024-10-04,22.9800,22.9800,22.6400,22.6800,20781
2024-10-03,22.7900,23.0800,22.7700,22.8800,27433
2024-10-02,22.9000,23.0800,22.8901,23.0200,24754
2024-10-01,22.8200,23.2500,22.7800,23.0400,15373
2024-09-30,23.1100,23.2960,23.0000,23.0500,24031
2024-09-27,22.7900,23.2400,22.7500,23.2021,24651
2024-09-26,23.1600,23.1900,22.6700,22.7700,44635
2024-09-25,22.6300,23.0500,22.6300,23.0300,46568
2024-09-24,23.0000,23.0300,22.7000,22.8200,64350
2024-09-23,22.4800,22.7500,22.4800,22.7200,78063
2024-09-20,22.1100,22.2200,22.0000,22.1700,89774
2024-09-19,22.3300,22.3300,22.1601,22.2000,45258
2024-09-18,22.2400,22.4000,22.1400,22.2400,16286
2024-09-17,22.0900,22.2187,22.0109,22.1300,34670
2024-09-16,22.0900,22.1899,22.0100,22.0400,52879
2024-09-13,22.2880,22.3100,22.0200,22.1200,113705
2024-09-12,22.0000,22.2302,21.9000,22.2000,20780
2024-09-11,21.9900,22.0499,21.9000,21.9382,6491
2024-09-10,21.9900,22.1600,21.8200,21.8900,23669
2024-09-09,22.0900,22.3000,22.0900,22.2900,14829
2024-09-06,22.4900,22.5000,21.9500,22.0300,45540
2024-09-05,22.2500,22.4500,22.1900,22.4450,26594
2024-09-04,22.3200,22.3800,22.1000,22.3300,45986
2024-09-03,22.0000,22.3990,21.9400,22.1700,76253
2024-08-30,22.0300,22.0300,21.7107,21.8600,51796
2024-08-29,21.6100,21.7600,21.6000,21.7400,33652
2024-08-28,21.6300,21.6300,21.3500,21.4500,39776
2024-08-27,21.6400,21.7300,21.5500,21.6500,42495
2024-08-26,21.2300,21.5599,21.2300,21.5300,24764
2024-08-23,21.1700,21.3897,21.1700,21.3500,38000
2024-08-22,21.4400,21.4400,21.1001,21.1100,48717
2024-08-21,21.5800,21.6200,21.4500,21.6000,21450
2024-08-20,21.4600,21.5900,21.4000,21.4900,9532
2024-08-19,21.1000,21.4900,21.1000,21.4700,62698
2024-08-16,21.1300,21.2100,21.0200,21.0700,36395
2024-08-15,21.3001,21.4800,21.2400,21.2500,39114
2024-08-14,21.2100,21.3800,21.2000,21.2500,46593
2024-08-13,21.4000,21.4000,21.1233,21.1500,32837
2024-08-12,21.8700,21.8700,21.4500,21.6700,56375
2024-08-09,22.0900,22.0900,21.8700,21.9200,16816
2024-08-08,22.2600,22.2600,21.9500,22.0100,45964
2024-08-07,22.2400,22.3600,22.1800,22.2600,32181
2024-08-06,22.5400,22.6200,22.3100,22.3300,42442
2024-08-05,22.2200,22.7000,22.2200,22.6950,30698
2024-08-02,22.2700,22.4700,22.2700,22.4500,18975
2024-08-01,22.2800,22.2900,22.0800,22.1197,17926
2024-07-31,22.2900,22.3500,22.1750,22.3050,9027
2024-07-30,22.3000,22.3300,22.1700,22.1700,17995
2024-07-29,22.4000,22.6299,22.1100,22.5500,35931
2024-07-26,23.3000,23.3000,22.6110,22.6200,91071
2024-07-25,23.0800,23.3800,23.0700,23.3000,51398
2024-07-24,23.2200,23.2500,22.9000,22.9300,33115
2024-07-23,23.1800,23.3800,23.1110,23.2200,130913
2024-07-22,22.6700,23.1400,22.6700,23.1100,44240
2024-07-19,22.6500,22.6700,22.4000,22.4000,72510
2024-07-18,22.4800,22.6800,22.3701,22.5500,42422
2024-07-17,22.6700,22.6900,22.5000,22.5900,9598
2024-07-16,22.5400,22.7800,22.4710,22.6700,36392
2024-07-15,22.6600,22.7000,22.4600,22.4800,47674
2024-07-12,23.0500,23.1999,22.9200,22.9900,33383
2024-07-11,23.1200,23.1881,22.9672,23.1200,13225
2024-07-10,23.2700,23.7800,23.0000,23.0000,30757
2024-07-09,23.6000,23.6800,23.2500,23.2700,60656
2024-07-08,24.0200,24.0200,23.5800,23.6600,96917
2024-07-05,24.1500,24.3000,23.9750,24.3000,120167
2024-07-03,24.0300,24.1700,23.9850,24.1450,18285
2024-07-02,23.9800,24.1000,23.8000,23.9000,18399
2024-07-01,23.7200,23.9100,23.5501,23.9000,22269
2024-06-28,23.7000,23.9099,23.5900,23.6510,38320
2024-06-27,23.6700,23.7200,23.5700,23.6200,26606
2024-06-26,23.7000,23.8200,23.6300,23.6500,28110
2024-06-25,24.0100,24.0100,23.7000,23.7000,12412
2024-06-24,23.8600,24.1500,23.7600,24.0800,20221
