timestamp,open,high,low,close
2024-11-13,1.39450,1.39527,1.39400,1.39485
2024-11-11,1.39217,1.39417,1.39130,1.39354
2024-11-10,1.39078,1.39498,1.39040,1.39078
2024-11-07,1.38673,1.39225,1.38666,1.38673
2024-11-06,1.39482,1.39469,1.38573,1.39482
2024-11-05,1.38330,1.39576,1.38328,1.38330
2024-11-04,1.39007,1.39063,1.38462,1.39007
2024-11-03,1.39188,1.39222,1.38740,1.39188
2024-10-31,1.39352,1.39415,1.39035,1.39352
2024-10-30,1.39080,1.39444,1.38914,1.39080
2024-10-29,1.39128,1.39393,1.39010,1.39128
2024-10-28,1.38898,1.39191,1.38760,1.38898
2024-10-27,1.38956,1.39076,1.38826,1.38956
2024-10-24,1.38533,1.38856,1.38380,1.38533
2024-10-23,1.38367,1.38604,1.38120,1.38367
2024-10-22,1.38162,1.38613,1.38158,1.38162
2024-10-21,1.38335,1.38373,1.38145,1.38335
2024-10-20,1.37996,1.38488,1.38000,1.37996
2024-10-17,1.37957,1.38089,1.37850,1.37957
2024-10-16,1.37550,1.37915,1.37475,1.37550
2024-10-15,1.37811,1.37926,1.37680,1.37811
2024-10-14,1.38029,1.38375,1.37940,1.38029
2024-10-13,1.37812,1.38005,1.37708,1.37812
2024-10-10,1.37457,1.37795,1.37246,1.37457
2024-10-09,1.37093,1.37673,1.37030,1.37093
2024-10-08,1.36520,1.36937,1.36477,1.36520
2024-10-07,1.36180,1.36747,1.36100,1.36180
2024-10-06,1.35792,1.36185,1.35725,1.35792
2024-10-03,1.35482,1.35889,1.35440,1.35482
2024-10-02,1.35049,1.35511,1.35061,1.35049
2024-10-01,1.34946,1.34946,1.34719,1.34946
2024-09-30,1.35272,1.35390,1.34890,1.35272
2024-09-29,1.35088,1.35267,1.34898,1.35088
2024-09-26,1.34757,1.35050,1.34643,1.34757
2024-09-25,1.34822,1.34885,1.34582,1.34822
2024-09-24,1.34210,1.34684,1.34190,1.34210
2024-09-23,1.35295,1.35311,1.34649,1.35295
2024-09-22,1.35642,1.35818,1.34894,1.35642
2024-09-19,1.35627,1.35889,1.35430,1.35627
2024-09-18,1.36107,1.36470,1.35327,1.36107
2024-09-17,1.35921,1.36071,1.35760,1.35921
2024-09-16,1.35863,1.36147,1.35780,1.35863
2024-09-15,1.35777,1.36071,1.35650,1.35777
2024-09-12,1.35758,1.35944,1.35630,1.35758
2024-09-11,1.35784,1.36037,1.35640,1.35784
2024-09-10,1.36096,1.36224,1.35720,1.36096
2024-09-09,1.35640,1.36145,1.35600,1.35640
2024-09-08,1.35621,1.35755,1.35510,1.35621
2024-09-05,1.35001,1.35704,1.34677,1.35001
2024-09-04,1.35081,1.35243,1.35020,1.35081
2024-09-03,1.35434,1.35645,1.34990,1.35434
2024-09-02,1.34973,1.35614,1.34900,1.34973
2024-09-01,1.34890,1.35046,1.34840,1.34890
2024-08-29,1.34891,1.35073,1.34660,1.34891
2024-08-28,1.34770,1.34898,1.34490,1.34770
2024-08-27,1.34477,1.34780,1.34400,1.34477
2024-08-26,1.34821,1.34877,1.34516,1.34821
2024-08-25,1.35080,1.35136,1.34631,1.35080
2024-08-22,1.36034,1.36040,1.35000,1.36034
2024-08-21,1.35833,1.36182,1.35719,1.35833
2024-08-20,1.36173,1.36228,1.35761,1.36173
2024-08-19,1.36300,1.36411,1.36051,1.36300
2024-08-18,1.36783,1.36844,1.36354,1.36783
2024-08-15,1.37336,1.37361,1.37020,1.37336
2024-08-14,1.37157,1.37367,1.36948,1.37157
2024-08-13,1.37091,1.37210,1.36890,1.37091
2024-08-12,1.37423,1.37467,1.37203,1.37423
2024-08-11,1.37359,1.37468,1.37180,1.37359
2024-08-08,1.37354,1.37486,1.37180,1.37354
2024-08-07,1.37547,1.37648,1.37250,1.37547
2024-08-06,1.37865,1.37898,1.37221,1.37865
2024-08-05,1.38053,1.38535,1.37891,1.38053
2024-08-04,1.38831,1.39409,1.38091,1.38831
2024-08-01,1.38806,1.38875,1.38340,1.38806
2024-07-31,1.38083,1.38489,1.37972,1.38083
2024-07-30,1.38496,1.38574,1.37870,1.38496
2024-07-29,1.38558,1.38637,1.38370,1.38558
2024-07-28,1.38280,1.38642,1.38164,1.38280
2024-07-25,1.38193,1.38482,1.38009,1.38193
2024-07-24,1.38103,1.38446,1.38070,1.38103
2024-07-23,1.37858,1.38066,1.37758,1.37858
2024-07-22,1.37612,1.37745,1.37510,1.37612
2024-07-21,1.37070,1.37745,1.37080,1.37070
2024-07-18,1.37020,1.37465,1.37010,1.37020
2024-07-17,1.36787,1.36987,1.36700,1.36787
2024-07-16,1.36695,1.36915,1.36560,1.36695
2024-07-15,1.36760,1.37069,1.36642,1.36760
2024-07-14,1.36460,1.36668,1.36313,1.36460
2024-07-11,1.36244,1.36380,1.36110,1.36244
2024-07-10,1.36172,1.36389,1.35891,1.36172
2024-07-09,1.36300,1.36422,1.36070,1.36300
2024-07-08,1.36295,1.36471,1.36280,1.36295
2024-07-07,1.36380,1.36459,1.36240,1.36380
2024-07-04,1.36152,1.36527,1.36010,1.36152
2024-07-03,1.36333,1.36380,1.36070,1.36333
2024-07-02,1.36768,1.36862,1.36174,1.36768
2024-07-01,1.37378,1.37549,1.36910,1.37378
2024-06-30,1.36727,1.37473,1.36632,1.36727
2024-06-27,1.36993,1.37333,1.36740,1.36993
2024-06-26,1.37045,1.37119,1.36761,1.37045
2024-06-25,1.36611,1.37025,1.36508,1.36611
