Date,Close,Adj Close,Volume,Daily Return,Log Return,MA_20,MA_50,Rolling Volatility,RSI
2020-01-02,59.46072769165039,58.25591278076172,17540015,,,,,,
2020-01-03,59.66009521484375,58.45123672485352,17231837,0.0033528604182528,0.0033472521141715,,,,
2020-01-06,60.50739669799805,59.28137969970703,22461009,0.0142023166894009,0.0141024086291809,,,,
2020-01-07,60.0588264465332,58.841888427734375,14160793,-0.0074136478300425,-0.0074412655002345,,,,
2020-01-08,59.51057052612305,58.30474853515625,11115771,-0.0091285291300228,-0.0091704494610553,,,,
2020-01-09,59.36104583740234,58.15824508666992,7900488,-0.0025127189837375,-0.0025158811603011,,,,
2020-01-10,58.164852142333984,56.98629760742188,11767739,-0.020151011735336,-0.0203568127986449,,,,
2020-01-13,60.40771484375,59.1837158203125,13274420,0.0385604663778758,0.0378355873649639,,,,
2020-01-14,59.95914459228516,58.74422836303711,9034667,-0.0074258172401631,-0.0074535258790871,,,,
2020-01-15,59.16168212890625,57.96292495727539,9239517,-0.0133000879836788,-0.013389326288655,,,,
2020-01-16,59.01215744018555,57.8164291381836,7358067,-0.0025274055648463,-0.0025306048460151,,,,
2020-01-17,58.86263275146485,57.66992950439453,9345794,-0.0025338755086193,-0.0025370912044297,,,,
2020-01-21,58.115013122558594,56.937461853027344,8775485,-0.012701032542642,-0.0127823801898946,,,,
2020-01-22,56.66961288452149,55.52134323120117,12428998,-0.0248714743463908,-0.0251859954887496,,,,35.10638165256705
2020-01-23,58.66326522827149,57.47460174560547,14679157,0.0351803180674243,0.0345756318977282,,,,46.491201621596055
2020-01-24,58.364219665527344,57.18162536621094,11912960,-0.0050974929881428,-0.0051105295268386,,,,44.347863005463225
2020-01-27,57.01850128173828,55.8631706237793,9602991,-0.0230573148977105,-0.02332729283387,,,,35.41665242611758
2020-01-28,58.46390151977539,57.27927780151367,12625782,0.0253495668420149,0.0250335952706471,,,,43.84613789864693
2020-01-29,64.49470520019531,63.18788909912109,44278356,0.1031544307887777,0.0981737402522142,,,,63.51349125883649
2020-01-30,63.448036193847656,62.16242218017578,19154638,-0.0162288522937786,-0.0163619824485742,58.26323642730713,,,60.56699956772461
2020-01-31,62.0524787902832,60.79513931274414,15646447,-0.0219953280370673,-0.0222408319005165,58.39019775390625,,0.0289728384958146,59.94893927735784
2020-02-03,61.10549545288086,59.86734771728516,10105766,-0.0152609502329816,-0.0153785970030328,58.46100330352783,,0.029232947112469,51.91254357944149
2020-02-04,62.700416564941406,61.42995071411133,8905297,0.026101089432011,0.0257662696065533,58.56843185424805,,0.0296177736156833,57.0693879354318
2020-02-05,64.09597778320312,62.79723739624024,10046658,0.0222576555285243,0.0220135691350614,58.76619930267334,,0.0298663843184586,62.34413085760955
2020-02-06,64.54454803466797,63.23670959472656,12763278,0.0069982728016093,0.0069738985429079,59.012797355651855,,0.0297308036410443,63.636339207601445
2020-02-07,63.94644927978516,62.65073394775391,13369743,-0.0092663842051249,-0.0093095842223175,59.23742179870605,,0.0298484680427803,62.25961285670294
2020-02-10,64.34518432617188,63.041385650634766,6720424,0.0062353890890827,0.0062160294852997,59.540176200866696,,0.0293068168253332,65.28115930402797
2020-02-11,64.04613494873047,62.74840545654297,8202487,-0.0046474263068303,-0.004658259168785,59.71841068267823,,0.0283287908408376,69.17102582384483
2020-02-12,65.59121704101562,64.26217651367188,13184414,0.0241244545756191,0.0238380569037147,59.99430809020996,,0.0285883790574408,68.43504723035312
2020-02-13,64.49470520019531,63.18788909912109,10234936,-0.0167172584688636,-0.0168585689303111,60.25555629730225,,0.0287128200849669,65.64885708617703
2020-02-14,63.94644927978516,62.65073394775391,7416954,-0.0085009193854308,-0.0085372582899183,60.49727153778076,,0.0288194145093752,68.43500468822046
2020-02-18,63.54772186279297,62.26008605957031,8820688,-0.0062353282007736,-0.0062548490478901,60.72677936553955,,0.0288758359317613,64.32585409998057
2020-02-19,62.84994125366211,61.576446533203125,11010597,-0.0109803819691652,-0.0110411113268026,60.95872859954834,,0.0288256957379956,43.37346411446027
2020-02-20,62.451210021972656,61.185794830322266,7937566,-0.0063441741911854,-0.0063643839859182,61.2419511795044,,0.0281242827261811,45.762709620228264
2020-02-21,61.0556526184082,59.81851577758789,8611565,-0.022346347816941,-0.0225998105414265,61.35914688110351,,0.0278490302436943,45.762724768437444
2020-02-24,59.1118392944336,57.9140853881836,14240786,-0.0318368044517383,-0.0323546154729125,61.39576988220215,,0.0288629184584802,42.18747043806288
2020-02-25,56.420406341552734,55.27718353271485,16269102,-0.0455312699457179,-0.0466003969037517,61.36647052764893,,0.0303126408826703,27.338091894120183
2020-02-26,54.57627868652344,53.47043228149414,18682881,-0.0326852986305175,-0.0332313955534152,61.17602825164795,,0.0305258571079667,16.724671338614925
2020-02-27,51.78516006469727,50.7358627319336,18910102,-0.0511417138945959,-0.0524958212327959,60.55342693328858,,0.0213376794898205,11.67663200083824
2020-02-28,54.227386474609375,53.128604888916016,30359552,0.0471607661354775,0.0460824694184625,60.10173606872559,,0.0247960919990538,23.71967359854588
2020-03-02,55.87215042114258,54.74003982543945,25039892,0.0303308347714514,0.0298799494754851,59.79898109436035,,0.0259177698213415,28.535341878369138
2020-03-03,54.227386474609375,53.128604888916016,21919391,-0.0294379569628034,-0.029879949475485,59.4620439529419,,0.0264142511862055,26.713928780315
2020-03-04,54.57627868652344,53.47043228149414,16665500,0.0064339613903439,0.0064133518143332,59.06406803131104,,0.0255301060337861,22.30578698314983
2020-03-05,50.240081787109375,49.22209930419922,21686251,-0.0794520035845165,-0.0827861379893737,58.38531112670898,,0.0296909048262473,19.18105342340887
2020-03-06,46.850868225097656,45.9471435546875,29787216,-0.066534255868935,-0.0688510128375101,57.52083282470703,,0.031877188242779,17.113218804488994
2020-03-09,40.91974639892578,40.13042449951172,24558063,-0.1265958796383625,-0.1353569203305867,56.39481735229492,,0.0414992143325484,14.10048323480676
2020-03-10,44.10959243774414,43.258731842041016,19850767,0.0779535073835901,0.0750643429700901,55.40568466186524,,0.0465365202962707,22.468092972352366
2020-03-11,40.91974639892578,40.13042449951172,20746329,-0.0723162055224432,-0.0750643429700901,54.27478561401367,,0.0480465635071121,20.759674138087945
2020-03-12,36.03529357910156,35.34018325805664,31583435,-0.1193668220856563,-0.1271141098833478,52.82868595123291,,0.052094979758931,18.957364588594302
